id,title,description,address,lat,lng,features,rating,url,external_id
10532,Carlton Square Hotel,"The Carlton Square is a 4-star hotel, located in the heart of Haarlem. It combines international allure with a luxurious ambiance and hospitality. Free  Wi-Fi access is available throughout the property. The beach of Zandvoort is reachable within 15 minutes by car.

Guests can stay in one of the luxurious rooms with modern facilities. All rooms have air conditioning and tea and coffee making facilities and a minibar. For some room types, use of the minibar is included in the price.

The informal atmosphere and the changing menu with daily fresh and local products make restaurant ""Bar & Kitchen Zocher"" a popular location. Guests can enjoy a drink at the on-site bar. An extensive breakfast is served daily.

The hotel is located in the historical centre of Haarlem at 1.8 km from the train station. Schiphol Airport and the city centre of Amsterdam can be reached within a 20-minute drive.

Haarlem is awarded the ‘Best Shopping city of The Netherlands’. There are numerous boutiques, antique shops and famous designer labels. The old centre characterizes itself by the small estates and many monumental curiosities.","Baan 7, 2012 DB Haarlem, Netherlands",52.37430885,4.63154197,{},8.2,https://www.booking.com/hotel/nl/carltonsquare.en-gb.html,14535
864563,Landgoed Ehzerwold,"You're eligible for a Genius discount at Landgoed Ehzerwold! To save at this property, all you have to do is 
sign in
.


 
Offering a restaurant, a garden and a terrace, Landgoed Ehzerwold is located in Almen on a historical estate in Gelderse Achterhoek. Free WiFi access is available here.

Each rooms here will provide you with a TV and a seating area. The private bathroom comes with a bath or shower, a hairdryer and free toiletries. Extras include a desk. The hotel rooms are situated in the garden in two seperate buildings.

A breakfast buffet is served on a daily basis in the conservatory, while you can have lunch in the bar with a lounge. Guests can also opt for the dinner buffet.

If you feel like visiting other places, check out Zutphen (10.6 km), Deventer (21.2 km) or Bronkhorst (18.6 km). Schiphol Airport is 135 km away. The property offers free parking.","Ehzerallee 14, 7218 BS Almen, Netherlands",52.16263329,6.32777346,{},7.8,https://www.booking.com/hotel/nl/landgoed-ehzerwold-almen.en-gb.html,15405
19658,Post-Plaza Hotel & Grand Café,"You're eligible for a Genius discount at Post-Plaza Hotel & Grand Café! To save at this property, all you have to do is 
sign in
.


 
Post-Plaza Hotel & Grand Café is situated in the city centre of Leeuwarden. After the renovation and restoration of the old post office, the Post-Plaza Hotel & Grand Café is transformed into a place where guests can stay in a historical atmosphere. The hotel rooms are located within the old post office in the old Gratama Bank. Both locations are connected through a glass bridge.

This hotel has 82 rooms which feature a flat screen TV, laptop safe, coffee and tea making facilities, a bathroom and free WiFi. All rooms are non-smoking.

The Grand Café is located within the former post office. In the Grand Café guests can enjoy breakfast, lunch and diner. The Grand Café is opened from 07:00 to 01:00. Authentic meals and beverages are served. The Barista burns his own coffee beans.

Post-Plaza Hotel & Grand Café is located in a quiet street, a 2 minute walk from the city centre. The station is 1.2 km away from the hotel. The nearest bus stop is Blokhuisplein 300 metres away.","Tweebaksmarkt 25-27, 8911 KW Leeuwarden, Netherlands",53.20143536,5.80048554,{},8.7,https://www.booking.com/hotel/nl/grand-post-plaza.en-gb.html,14532
10509,Bilderberg Europa Hotel Scheveningen,"You're eligible for a Genius discount at Bilderberg Europa Hotel Scheveningen! To save at this property, all you have to do is 
sign in
.


 
This Bilderberg Europa Hotel is situated in Scheveningen - The Hague. It has free WiFi and is at 110 metres from the beach. Most of the rooms have a balcony.

The property offers different room types and are equipped with a flatscreen-TV. The bathroom has a bath or a walk-in rain shower.

Food and drinks are served at SALT Coastal Bistro & Bar, where guests can taste, eat and share with the seashore in the background. All starters and mains can be ordered as 'tasting' (half portion), normal dish or 'sharing' (1,5 portion). At the bar or on the terrace guests can enjoy a cup of coffee, a gin tonic or a cocktail.

The AFAS Circus theater and Holland Casino Scheveningen are at a 5 minute walk from the hotel. The city centre can be reached by tram within 15 minutes, the tram stop itself is at 150 metres.","Zwolsestraat 2, 2587 VJ Scheveningen, Netherlands",52.11438484,4.28561144,{},6.7,https://www.booking.com/hotel/nl/bbeuropa.en-gb.html,15257
338622,"Crowne Plaza Amsterdam - South, an IHG Hotel","Crowne Plaza South is located in South-Amsterdam, just a 5-minute walk from station Amsterdam Zuid which connects guests to the city center within 10 minutes. It offers modern design accommodation, fitness facilities and an on-site bar with 2 large sunny outdoor terraces.

Each Crowne Plaza room is equipped with a spacious seating area with a flat-screen TV with satellite and pay TV channels. The large bathroom comes with free toiletries, bathrobes and slippers. A Pillow menu is offered for guests to choose their favourite pillow out of 5 options.

Guest can enjoy Asian cuisine in the new signature restaurant Happyhappyjoyjoy. It has a huge variety of street food dishes, dim sum, rendang and curries.

The hotel also offers bike rental.

The RAI Convention Centre is less than 2 km away. Schiphol Airport is within 15 minutes by car and 10 minutes by train. Amsterdam’s historic centre is 3.3 km away.","George Gershwinlaan 101, Zuideramstel, 1082 MT Amsterdam, Netherlands",52.33580453,4.87454742,{},8.5,https://www.booking.com/hotel/nl/crowne-plaza-city-zuid.en-gb.html,15305
10338,Hotel De Bilderberg,"You're eligible for a Genius discount at Hotel De Bilderberg! To save at this property, all you have to do is 
sign in
.


 
Hotel De Bilderberg is located in the green surroundings of Oosterbeek, near the city of Arnhem. Explore the Veluwe area on foot or by bike.

You do not have to get bored at this hotel. Warm up in the sauna and the Turkish steam bath or enjoy the indoor swimming pool for a relaxing swim during the day.

The hotel rooms are comfortable and well-kept. Each room has a private bathroom and offers stunning views on the surrounding forests.

Get refreshed with a cup of coffee and a fresh croissant at breakfast. The hotel bar welcomes you for a drink.

Start your evening with a delicious dinner at restaurant Trattoria Artusi. Enjoy the mixture of Italian cuisine with Mediterranean influences while recovering from your day.

The direct area around Hotel De Bilderberg is very suitable for hiking and cycling. Arnhem and Nijmegen offer you culture, shopping areas and lovely restaurants and cafés.","Utrechtseweg 261, 6862 AK Oosterbeek, Netherlands",51.98993299,5.81775963,{},7.6,https://www.booking.com/hotel/nl/bilderberg.en-gb.html,14533
10237,Bilderberg Hotel 't Speulderbos,"You're eligible for a Genius discount at Bilderberg Hotel 't Speulderbos! To save at this property, all you have to do is 
sign in
.


 
The charming Bilderberg Hotel t Speulderbos is located in a lovely green area, surrounded by moors and fairy-like sand-drifts. Enjoy a comfortable stay and breakfast. Free WiFi access is also available.

The hotel rooms are luxurious and have a private bathroom. The extensive breakfast buffet is available for a surcharge and contains delicious breads and delicacies, as well as coffee, tea and juices.

Take some time to relax on the squash tennis court or jump into the heated indoor swimming pool. The sauna and solarium will relax any tension left in your muscles. If you have time, work out in the fitness room.

Restaurant 't Speulderbos serves French orientated à la carte dishes. The Grand Café welcomes you during the day for coffee with cake, lunch or a drink. In the evening guests can enjoy a la carte dishes.

You can park your car for free at Bilderberg Hotel t Speulderbos. This means you can easily go for a long walk in the surrounding nature right from the hotel. Families with children can visit The Dolfinarium and the Apenheul.","Speulderbosweg 54, 3886 AP Garderen, Netherlands",52.23906839,5.69977999,{},7.9,https://www.booking.com/hotel/nl/speulderbos.en-gb.html,14911
4845440,Corsendonk Turnova,"Set 20 km from Bobbejaanland, Corsendonk Turnova offers 4-star accommodation in Turnhout and features a terrace, a bar and a spa and wellness centre. Featuring a shared lounge, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. The hotel offers a sauna and room service.

At the hotel, every room includes a desk. The units in Corsendonk Turnova are equipped with a flat-screen TV and free toiletries.

Guests at the accommodation can enjoy a buffet breakfast.

Speaking English, French and Dutch, staff will be happy to provide guests with practical information on the area at the reception.

Landhuis Wolfslaar is 34 km from Corsendonk Turnova, while De Efteling is 40 km away. The nearest airport is Antwerp International, 41 km from the hotel, and the property offers a paid airport shuttle service.","Kursaalpoort 10, 2300 Turnhout, Belgium",51.32298845,4.94995259,{},8.7,https://www.booking.com/hotel/be/corsendonk-turnova.en-gb.html,15879
10089,Carlton Ambassador,"Carlton Ambassador offers luxurious rooms in the historic centre of The Hague, only 270 meters from the city centre at Noordeinde. The hotel provides guests with a lounge with a fireplace and large paintings.

Each of the air-conditioned rooms at Lifestyle Hotel Carlton Ambbasador features a flat-screen TV, work desk and a minibar. They also come with tea and coffee making facilities and bathroom with a robe and slippers.

The elegant Sophia Restaurant serves international bistro-style cuisine with signature dishes. Guests also benefits from access to a large garden terrace.

The Mauritskade tram stop is 350 metres away and offers a direct service to Scheveningen and the beach in less than 15 minutes. The Peace Palace is a 5-minute walk away.","Sophialaan 2, The Hague City Centre, 2514 JP The Hague, Netherlands",52.08565328,4.30287614,{},8.3,https://www.booking.com/hotel/nl/ambassador.en-gb.html,15209
10508,Carlton Beach,"This hotel offers rooms with a balcony only 50 metres from the beach in Scheveningen. Carlton Beach includes wellness facilities and and two restaurants.

Carlton Beach features rooms with modern bathrooms with a sliding glass door design. Each of the rooms has a refrigerator with various drinks and has a Nespresso coffee machine.

Holland Casino Scheveningen is a 10-minute walk from the hotel and the famous pier is only 5 minutes’ away. The centre of Den Haag is a 15-minute tram journey away from the Zwarte Pad tram stop which is 50 metres from Carlton.

The wellness facilities at Carlton Beach include an indoor swimming pool with a solarium, steam bath and fitness centre. There are also indoor and outdoor saunas plus guests can enjoy a range of relaxing massages treatments.

The Beach Brasserie serves light lunch bites and bar snacks in a casual setting with an open-fire of unique design. International cuisine and organic dishes are served in the Smugglers Grill & Bar.","Gevers Deynootweg 201, 2586 HZ Scheveningen, Netherlands",52.11718731,4.28759795,{},7.6,https://www.booking.com/hotel/nl/carltonbeach.en-gb.html,15270
10197,Hotel Restaurant De Zwaan,"Hotel Restaurant De Zwaan is situated in the centre of Raalte, in the Eastern part of The Netherlands. A heated swimming pool is available free of charge for all guests. Free Wi-Fi and free parking are available.

All of the rooms include a TV, desk and tea and coffee facilities.

Since april 2021 the restaurant is renovated. The cuisine of De Zwaan offers a wide range of regional and international dishes of high class.

Raalte Railway Station is 600 metres away. The Sallandse Heuvelrug National Park is 20 minutes' drive from the hotel. Guests can make use of car hire and packed lunch service when exploring the local area.","Kerkstraat 2, 8102 EA Raalte, Netherlands",52.387379,6.27521172,{},8.2,https://www.booking.com/hotel/nl/zwaan.en-gb.html,15383
10396,Derlon Hotel Maastricht,"Derlon Hotel Maastricht is situated in the heart of the historic centre of Maastricht and offers free WiFi. Since 1870 on the Onze Lieve Vrouweplein, only a 5-minute walk from the Vrijthof and the Stokstraat can be reached within a 1-minute walk and offers a variety of exclusive shops.

The hotel combines historic features with modern design and each of the air-conditioned, non-smoking rooms at Derlon Hotel Maastricht includes a flat-screen TV and a Nespresso coffee machine. Guests can enjoy an extensive buffet breakfast in the cellar, next to real Roman excavations. In addition, the accommodation offers a 24-hour front desk.

Restaurant Derlon serves classic and contemporary dishes in a modern way with the use of fresh, local and organic products. There is also a champagne lounge and a terrace where guests can enjoy fine wines per glass.

Maastricht Central Railway Station is less than a 15-minute walk from Hotel Derlon. Congress centre MECC is 3 km away by car.","Onze Lieve Vrouweplein 6, Maastricht City Centre, 6211 HD Maastricht, Netherlands",50.84776263,5.69319248,{},7.7,https://www.booking.com/hotel/nl/derlon.en-gb.html,14957
10690,Churchill hotel Terneuzen,"This hotel is located along the banks of the Westerschelde. The property features a sauna. Churchill hotel Terneuzen offers rooms with a flat-screen cable TV and a seating area.

Each of the rooms at Churchill hotel Terneuzen also benefits from a work desk and a kettle for making tea and coffee.

Guests can enjoy a range of International dishes and regional specialities including fish dishes at the restaurant. The dining room and terrace both have panoramic views over the Westerschelde.

Free public parking is available on site. The centre of Terneuzen is a 20-minute walk away. Churchill Terneuzen is 10 minutes’ away from  Snowworld indoor ski slope by car. Gent and Antwerp are both within 45 minutes' drive from the hotel.","Churchilllaan 700, 4532 JB Terneuzen, Netherlands",51.33450629,3.84720102,{},7.7,https://www.booking.com/hotel/nl/churchill-hotel-terneuzen.en-gb.html,14936
269060,Hotel De Ruwenberg- Sint Michielsgestel,"You're eligible for a Genius discount at Hotel De Ruwenberg- Sint Michielsgestel! To save at this property, all you have to do is 
sign in
.


 
Conferentiehotel Ruwenberg offers modern rooms and free Wi-Fi in a peaceful green setting. It features a restaurant, indoor swimming pool, sauna, and gym with squash and tennis courts.

Each of the air-conditioned rooms at De Ruwenberg includes a flat-screen cable TV. They also benefit from a work desk.
The rooms are situated on the first, second and third floor of the building.

There are a lot of walking and cycling routes directly from the estate of Hotel De Ruwenberg for guests to enjoy. The green environment offers a lot of facilities indoor and outdoor including relaxing in the garden with a view over the river Dommel.

Den Bosch is a 10-minute car journey from Ruwenberg and Eindhoven is less than 25 minutes’ drive away. Free private on-site parking is available. The public areas at the hotel have comfortable seating areas. The grounds also include a chipping green and a driving range.","Ruwenbergstraat 7, 5271 AG Sint Michielsgestel, Netherlands",51.64735451,5.34982145,{},8,https://www.booking.com/hotel/nl/conferentiehotel-de-ruwenberg.en-gb.html,15313
10907,Landgoed de Rosep,"Amid its green estate, this hotel provides romantic rooms, a luxurious wellness - and fitness center. Enjoy the refined restaurant, private wine cellar and cozy lounge bar with fireplace.

Landgoed de Rosep offers beautiful private grounds and peaceful surroundings for your relaxing stay in charming Oisterwijk. Wake up each morning with a delicious breakfast buffet and decide to start your day with a stroll through the large garden.

The estate’s excellent restaurant serves French cuisine, which can be accompanied by quality wines from the on-site wine cellar.

The spacious rooms each offer many comforts, such as a private bathroom with bath. In addition to this, they all provide a great view of the wonderful forested environment.

The large wellness center consists of an indoor swimming pool, hot whirlpool, Finnish sauna, bio sauna, infrared sauna and Turkish steam bath. In the beauty center you can reserve massages.

You can also play tennis on the hotel’s all-weather court; have a workout in the fitness room; or rent bicycles to explore the wider area.The hotel offers also offers charging points for electric cars and bikes.","Oirschotsebaan 15, 5062 TE Oisterwijk, Netherlands",51.55426744,5.22649884,{},7.9,https://www.booking.com/hotel/nl/rosep.html,15490
384870,Best Western Plus City Hotel Gouda,"This modern hotel in the center of Gouda offers rooms with flat-screen TV, just over a quarter mile from the Markt. Best Western Plus City is next to the Gouwe River and includes free Wi-Fi, a cozy bar and a parking garage.

Gouda Train Station is a 10 minute walk from the hotel. The center of Rotterdam can be reached in 20 minutes by car. Best Western is also a 30 minute drive from both The Hague and the historic town of Utrecht.

Each of the soundproof rooms at Best Western Plus Gouda includes box-spring beds, a desk and a sitting area. A refrigerator and tea/coffee-making facilities are also provided. The bathroom has a bathtub or shower, a hairdryer and free toiletries.","Hoge Gouwe 201, 2801 LE Gouda, Netherlands",52.01136202,4.70393747,{},8.3,https://www.booking.com/hotel/nl/best-western-plus-city.html,14651
6629116,Zoku Copenhagen,"An innovative apartment hotel designed for living, working and socializing

Located within 1.6 mi of Copenhagen Central Station, Zoku Copenhagen is designed for professionals, business travelers and remote workers who are on the lookout for a high-design and sustainable apartment hotel for 1 day, to 1 month to 1 year.

Zoku Copenhagen features 160 Lofts: private apartment-style rooms that contain a lofted bed, living room, kitchen, bathroom and large 4-person table. The award-winning Zoku Loft is a spacious micro-apartment equally suited for living and working. It is designed for inviting friends and colleagues into your home, working across multiple time zones or getting any job done while exploring the city.

Each Loft sleeps two, except the Loft XXL that sleeps 4, and comes equipped with air conditioning, flat-screen TV and free high-speed Wi-Fi. You can even personalize your space by choosing your favorite artwork to hang on the walls for inspiration during your stay.

When you feel like leaving your private room to socialize, our rooftop Social Spaces on the 5th floor feature the Living Room, Kindred Spirits Bar, Living Kitchen restaurant, Coworking Spaces, Meeting Rooms, Event Space, and a spacious terrace to cater to all the fun and practical needs of Zoku's international mix of residents.

The windows throughout the rooftop offer plenty of natural daylight, giving you a much-needed break from the hustle and bustle of the city and a one-of-a-kind view of Amager. The shared spaces are accessible 24/7, with an on-site team of ‘Sidekicks’ to support you during your stay.

Copenhagen Central Station is 3 metro stops away and there is a direct metro connection to important business districts and historical sites. Bike rentals are also available at Zoku. The nearest airport is Kastrup Airport, 3.6 mi from the property.","Amagerfælledvej 108, Amager Vest, 2300 Copenhagen, Denmark",55.65694795,12.59110566,{},9.1,https://www.booking.com/hotel/dk/zoku-copenhagen.html,15922
579312,Landgoed Huize Bergen Den Bosch - Vught,"You're eligible for a Genius discount at Landgoed Huize Bergen Den Bosch - Vught! To save at this property, all you have to do is 
sign in
.


 
Located at a 1-minute car drive from the motorway A2, in the rural area of Vught and a 3-minute drive from the city center, Landgoed Huize Bergen Den Bosch - Vught offers spacious accommodations overlooking the gardens with free parking on site.

Hotel rooms at Landgoed Huize Bergen Den Bosch - Vught are located in different buildings on site. They feature a flat-screen TV and a private bathroom facilities with complimentary toiletries. The main building only contains meeting rooms and restaurants.

Breakfast is served in the restaurant located in the main villa, a 1-minute walk away. Guests can also enjoy a different menu each day at the restaurant, which serves French cuisine. Drinks are served at the bar.

National Camp Vught is 3.7 mi away. Brabanthallen is a 10-minute drive. Train station Vught is a 15-minute walk and offers direct links to Den Bosch in 5 minutes and Eindhoven in 20 minutes. Eindhoven Airport is 17 mi away.","Glorieuxlaan 1, 5261 SG Den Bosch, Netherlands",51.65031689,5.30142367,{},8,https://www.booking.com/hotel/nl/landgoed-huize-bergen.html,14515
